tickSequence,exchangeName,stockName,highPrice,lifeTimeHighPrice,lifeTimeLowPrice,dayHighPrice,lastTradedPrice,week52HighPrice,week52LowPrice,bestBidPrice,bestAskPrice,dayOpenPrice,dayClosePrice,prevDayClosePrice,dayLowPrice,highPriceRange,lowPriceRange,absolutePriceChange,percentPriceChange,bestBidQuantity,bestAskQuantity,dayVolume,date,lastTradedTime
169,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.75,215.8,101.05,200.75,200.95,200.0,200.05,200.05,200.0,220.05,180.05,0.7,0.35,345,960,12561,2017-07-19,09:20:36.000
169,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.8,216.0,101.0,200.7,200.8,201.5,200.05,200.05,200.7,220.05,180.05,0.75,0.37,2673,322,208390,2017-07-19,09:20:34
176,BSE,HCLINF,66.9,299.95,3.61,57.8,56.4,64.85,37.55,56.4,56.45,57.8,55.75,55.75,55.25,66.9,44.6,0.65,1.17,288,2383,407694,2017-07-19,09:20:36.000
176,NSE,HCLINF,66.8,290.0,3.65,57.35,56.45,64.9,37.55,56.4,56.45,56.9,55.7,55.7,55.35,66.8,44.6,0.75,1.35,4000,3904,2103854,2017-07-19,09:20:35
167,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.85,9.22,5.05,7.82,7.85,7.72,7.74,7.74,7.72,9.28,6.2,0.11,1.42,7645,6412,32980,2017-07-19,09:20:36.000
167,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,66979,48010,99098,2017-07-19,09:20:31
170,BSE,TCS,2645.75,2834.0,209.0,2442.0,2439.05,2740.0,2054.7,2439.15,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,33.8,1.41,61,227,4141,2017-07-19,09:20:36.000
170,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.2,2744.8,2051.9,2440.15,2441.25,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,31.85,1.32,61,549,102968,2017-07-19,09:20:35
178,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
178,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
165,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.5,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,6604,15418,533785,2017-07-19,09:20:36.000
165,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,31130,7736,3598743,2017-07-19,09:20:35
170,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.95,1097.1,900.3,985.75,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,1.55,0.16,364,201,4234,2017-07-19,09:20:35.000
170,NSE,INFTEC,1084.15,1279.3,1.41,988.65,986.2,1096.5,901.0,986.2,986.25,981.45,985.6,985.6,981.0,1084.15,887.05,0.6,0.06,46,652,117369,2017-07-19,09:20:35
170,BSE,WIPRO,295.5,490.0,0.26,272.0,269.6,283.93,205.0,269.55,269.9,271.0,268.65,268.65,269.6,295.5,241.8,0.95,0.35,1102,1627,3513,2017-07-19,09:20:35.000
170,NSE,WIPRO,295.9,517.5,0.98,270.75,269.7,284.0,204.05,269.65,269.8,270.0,269.0,269.0,269.5,295.9,242.1,0.7,0.26,50,162,54455,2017-07-19,09:20:35
174,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2552.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:36.000
174,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
170,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.75,215.8,101.05,200.75,200.95,200.0,200.05,200.05,200.0,220.05,180.05,0.7,0.35,345,960,12561,2017-07-19,09:20:36.000
170,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.8,216.0,101.0,200.7,200.8,201.5,200.05,200.05,200.7,220.05,180.05,0.75,0.37,2673,322,208390,2017-07-19,09:20:34
168,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.2,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,5370,865,24572,2017-07-19,09:20:35.000
168,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,1654,8469,311609,2017-07-19,09:20:33
177,BSE,HCLINF,66.9,299.95,3.61,57.8,56.4,64.85,37.55,56.4,56.45,57.8,55.75,55.75,55.25,66.9,44.6,0.65,1.17,288,2383,407694,2017-07-19,09:20:36.000
177,NSE,HCLINF,66.8,290.0,3.65,57.35,56.45,64.9,37.55,56.4,56.45,56.9,55.7,55.7,55.35,66.8,44.6,0.75,1.35,4000,3904,2103854,2017-07-19,09:20:35
168,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.85,9.22,5.05,7.82,7.85,7.72,7.74,7.74,7.72,9.28,6.2,0.11,1.42,7645,6412,32980,2017-07-19,09:20:36.000
168,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,66979,48010,99098,2017-07-19,09:20:31
171,BSE,TCS,2645.75,2834.0,209.0,2442.0,2439.15,2740.0,2054.7,2439.15,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,33.9,1.41,83,227,4146,2017-07-19,09:20:36.000
171,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.2,2744.8,2051.9,2440.15,2441.25,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,31.85,1.32,61,549,102968,2017-07-19,09:20:35
179,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
179,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
166,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.5,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,6604,15418,533785,2017-07-19,09:20:36.000
166,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,31130,7736,3598743,2017-07-19,09:20:35
171,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.95,1097.1,900.3,985.75,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,1.55,0.16,364,201,4234,2017-07-19,09:20:35.000
171,NSE,INFTEC,1084.15,1279.3,1.41,988.65,986.2,1096.5,901.0,986.2,986.25,981.45,985.6,985.6,981.0,1084.15,887.05,0.6,0.06,46,652,117369,2017-07-19,09:20:35
171,BSE,WIPRO,295.5,490.0,0.26,272.0,269.6,283.93,205.0,269.55,269.9,271.0,268.65,268.65,269.6,295.5,241.8,0.95,0.35,1102,1627,3513,2017-07-19,09:20:35.000
171,NSE,WIPRO,295.9,517.5,0.98,270.75,269.7,284.0,204.05,269.65,269.8,270.0,269.0,269.0,269.5,295.9,242.1,0.7,0.26,50,162,54455,2017-07-19,09:20:35
175,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2552.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:36.000
175,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
171,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.75,215.8,101.05,200.75,200.95,200.0,200.05,200.05,200.0,220.05,180.05,0.7,0.35,345,960,12561,2017-07-19,09:20:36.000
171,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.8,216.0,101.0,200.7,200.8,201.5,200.05,200.05,200.7,220.05,180.05,0.75,0.37,2673,322,208390,2017-07-19,09:20:34
169,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.2,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,5370,865,24572,2017-07-19,09:20:35.000
169,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,1654,8469,311609,2017-07-19,09:20:33
178,BSE,HCLINF,66.9,299.95,3.61,57.8,56.4,64.85,37.55,56.4,56.45,57.8,55.75,55.75,55.25,66.9,44.6,0.65,1.17,288,2383,407694,2017-07-19,09:20:36.000
178,NSE,HCLINF,66.8,290.0,3.65,57.35,56.45,64.9,37.55,56.4,56.45,56.9,55.7,55.7,55.35,66.8,44.6,0.75,1.35,4000,3904,2103854,2017-07-19,09:20:35
172,BSE,TCS,2645.75,2834.0,209.0,2442.0,2439.15,2740.0,2054.7,2439.15,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,33.9,1.41,83,227,4146,2017-07-19,09:20:36.000
172,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.2,2744.8,2051.9,2440.15,2441.25,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,31.85,1.32,61,549,102968,2017-07-19,09:20:35
169,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.85,9.22,5.05,7.82,7.85,7.72,7.74,7.74,7.72,9.28,6.2,0.11,1.42,7645,6412,32980,2017-07-19,09:20:36.000
169,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,66979,48010,99098,2017-07-19,09:20:31
180,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
180,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
172,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.95,1097.1,900.3,985.75,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,1.55,0.16,364,201,4234,2017-07-19,09:20:35.000
172,NSE,INFTEC,1084.15,1279.3,1.41,988.65,986.2,1096.5,901.0,986.2,986.25,981.45,985.6,985.6,981.0,1084.15,887.05,0.6,0.06,46,652,117369,2017-07-19,09:20:35
167,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.5,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,6604,15418,533785,2017-07-19,09:20:36.000
167,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,31130,7736,3598743,2017-07-19,09:20:35
176,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2552.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:36.000
176,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
172,BSE,WIPRO,295.5,490.0,0.26,272.0,269.6,283.93,205.0,269.55,269.9,271.0,268.65,268.65,269.6,295.5,241.8,0.95,0.35,1102,1627,3513,2017-07-19,09:20:35.000
172,NSE,WIPRO,295.9,517.5,0.98,270.75,269.7,284.0,204.05,269.65,269.8,270.0,269.0,269.0,269.5,295.9,242.1,0.7,0.26,50,162,54455,2017-07-19,09:20:35
172,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.75,215.8,101.05,200.75,200.95,200.0,200.05,200.05,200.0,220.05,180.05,0.7,0.35,345,960,12561,2017-07-19,09:20:36.000
172,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.8,216.0,101.0,200.7,200.8,201.5,200.05,200.05,200.7,220.05,180.05,0.75,0.37,2673,322,208390,2017-07-19,09:20:34
170,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.2,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,5370,865,24572,2017-07-19,09:20:35.000
170,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,1654,8469,311609,2017-07-19,09:20:33
179,BSE,HCLINF,66.9,299.95,3.61,57.8,56.4,64.85,37.55,56.4,56.45,57.8,55.75,55.75,55.25,66.9,44.6,0.65,1.17,288,2383,407694,2017-07-19,09:20:36.000
179,NSE,HCLINF,66.8,290.0,3.65,57.35,56.45,64.9,37.55,56.4,56.45,56.9,55.7,55.7,55.35,66.8,44.6,0.75,1.35,4000,3904,2103854,2017-07-19,09:20:35
170,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.85,9.22,5.05,7.82,7.85,7.72,7.74,7.74,7.72,9.28,6.2,0.11,1.42,7645,6412,32980,2017-07-19,09:20:36.000
170,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,66979,48010,99098,2017-07-19,09:20:31
173,BSE,TCS,2645.75,2834.0,209.0,2442.0,2439.15,2740.0,2054.7,2439.15,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,33.9,1.41,83,227,4146,2017-07-19,09:20:36.000
173,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.2,2744.8,2051.9,2440.15,2441.25,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,31.85,1.32,61,549,102968,2017-07-19,09:20:35
181,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
181,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
168,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.5,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,8631,19138,533785,2017-07-19,09:20:36.000
168,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,31130,7736,3598743,2017-07-19,09:20:35
173,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.95,1097.1,900.3,985.75,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,1.55,0.16,364,201,4234,2017-07-19,09:20:35.000
173,NSE,INFTEC,1084.15,1279.3,1.41,988.65,986.2,1096.5,901.0,986.2,986.25,981.45,985.6,985.6,981.0,1084.15,887.05,0.6,0.06,46,652,117369,2017-07-19,09:20:35
177,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2552.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:36.000
177,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
173,BSE,WIPRO,295.5,490.0,0.26,272.0,269.6,283.93,205.0,269.55,269.9,271.0,268.65,268.65,269.6,295.5,241.8,0.95,0.35,1102,1627,3513,2017-07-19,09:20:35.000
173,NSE,WIPRO,295.9,517.5,0.98,270.75,269.7,284.0,204.05,269.65,269.8,270.0,269.0,269.0,269.5,295.9,242.1,0.7,0.26,50,162,54455,2017-07-19,09:20:35
173,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.75,215.8,101.05,200.75,200.95,200.0,200.05,200.05,200.0,220.05,180.05,0.7,0.35,345,960,12561,2017-07-19,09:20:36.000
173,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.8,216.0,101.0,200.7,200.8,201.5,200.05,200.05,200.7,220.05,180.05,0.75,0.37,2673,322,208390,2017-07-19,09:20:34
171,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.2,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,5370,865,24572,2017-07-19,09:20:36.000
171,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,1654,8469,311609,2017-07-19,09:20:33
180,BSE,HCLINF,66.9,299.95,3.61,57.8,56.4,64.85,37.55,56.4,56.45,57.8,55.75,55.75,55.25,66.9,44.6,0.65,1.17,288,2383,407694,2017-07-19,09:20:36.000
180,NSE,HCLINF,66.8,290.0,3.65,57.35,56.45,64.9,37.55,56.4,56.45,56.9,55.7,55.7,55.35,66.8,44.6,0.75,1.35,4000,3904,2103854,2017-07-19,09:20:35
171,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.85,9.22,5.05,7.82,7.85,7.72,7.74,7.74,7.72,9.28,6.2,0.11,1.42,7645,6412,32980,2017-07-19,09:20:36.000
171,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,66979,48010,99098,2017-07-19,09:20:31
174,BSE,TCS,2645.75,2834.0,209.0,2442.0,2439.15,2740.0,2054.7,2439.15,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,33.9,1.41,83,227,4146,2017-07-19,09:20:36.000
174,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.2,2744.8,2051.9,2440.15,2441.25,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,31.85,1.32,61,549,102968,2017-07-19,09:20:35
182,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
182,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
174,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.95,1097.1,900.3,985.75,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,1.55,0.16,364,201,4234,2017-07-19,09:20:35.000
174,NSE,INFTEC,1084.15,1279.3,1.41,988.65,986.2,1096.5,901.0,986.2,986.25,981.45,985.6,985.6,981.0,1084.15,887.05,0.6,0.06,46,652,117369,2017-07-19,09:20:35
169,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.5,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,8631,19138,533785,2017-07-19,09:20:36.000
169,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,31130,7736,3598743,2017-07-19,09:20:35
178,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2552.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:36.000
178,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
174,BSE,WIPRO,295.5,490.0,0.26,272.0,269.6,283.93,205.0,269.55,269.9,271.0,268.65,268.65,269.6,295.5,241.8,0.95,0.35,1102,1627,3513,2017-07-19,09:20:35.000
174,NSE,WIPRO,295.9,517.5,0.98,270.75,269.7,284.0,204.05,269.65,269.8,270.0,269.0,269.0,269.5,295.9,242.1,0.7,0.26,50,162,54455,2017-07-19,09:20:35
174,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.75,215.8,101.05,200.75,200.95,200.0,200.05,200.05,200.0,220.05,180.05,0.7,0.35,345,960,12561,2017-07-19,09:20:36.000
174,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.8,216.0,101.0,200.7,200.8,201.5,200.05,200.05,200.7,220.05,180.05,0.75,0.37,2673,322,208390,2017-07-19,09:20:34
172,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.2,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,5370,865,24572,2017-07-19,09:20:36.000
172,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,1654,8469,311609,2017-07-19,09:20:33
181,BSE,HCLINF,66.9,299.95,3.61,57.8,56.4,64.85,37.55,56.4,56.45,57.8,55.75,55.75,55.25,66.9,44.6,0.65,1.17,288,2383,407694,2017-07-19,09:20:36.000
181,NSE,HCLINF,66.8,290.0,3.65,57.35,56.45,64.9,37.55,56.4,56.45,56.9,55.7,55.7,55.35,66.8,44.6,0.75,1.35,4000,3904,2103854,2017-07-19,09:20:35
172,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.85,9.22,5.05,7.82,7.85,7.72,7.74,7.74,7.72,9.28,6.2,0.11,1.42,7645,6412,32980,2017-07-19,09:20:36.000
172,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,66979,48010,99098,2017-07-19,09:20:31
175,BSE,TCS,2645.75,2834.0,209.0,2442.0,2439.15,2740.0,2054.7,2439.15,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,33.9,1.41,83,227,4146,2017-07-19,09:20:36.000
175,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.2,2744.8,2051.9,2440.15,2441.25,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,31.85,1.32,61,549,102968,2017-07-19,09:20:35
183,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
183,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
170,BSE,SININD,36.7,271.88,11.32,34.7,34.55,121.3,17.75,34.5,34.6,33.9,33.4,33.4,33.85,36.7,30.1,1.15,3.44,8631,19138,533785,2017-07-19,09:20:36.000
170,NSE,SININD,36.7,274.01,11.34,34.7,34.55,121.4,16.15,34.5,34.55,33.8,33.4,33.4,33.8,36.7,30.1,1.15,3.44,31130,7736,3598743,2017-07-19,09:20:35
175,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.95,1097.1,900.3,985.75,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,1.55,0.16,364,201,4234,2017-07-19,09:20:35.000
175,NSE,INFTEC,1084.15,1279.3,1.41,988.65,986.2,1096.5,901.0,986.2,986.25,981.45,985.6,985.6,981.0,1084.15,887.05,0.6,0.06,46,652,117369,2017-07-19,09:20:35
179,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.65,2552.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,2,10,20,2017-07-19,09:20:36.000
179,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2553.0,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,8,104,2017-07-19,09:20:08
175,BSE,WIPRO,295.5,490.0,0.26,272.0,269.6,283.93,205.0,269.55,269.9,271.0,268.65,268.65,269.6,295.5,241.8,0.95,0.35,1102,1627,3513,2017-07-19,09:20:37.000
175,NSE,WIPRO,295.9,517.5,0.98,270.75,269.7,284.0,204.05,269.65,269.8,270.0,269.0,269.0,269.5,295.9,242.1,0.7,0.26,50,162,54455,2017-07-19,09:20:35
175,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.75,215.8,101.05,200.75,200.95,200.0,200.05,200.05,200.0,220.05,180.05,0.7,0.35,345,960,12561,2017-07-19,09:20:36.000
175,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.8,216.0,101.0,200.7,200.8,201.5,200.05,200.05,200.7,220.05,180.05,0.75,0.37,2673,322,208390,2017-07-19,09:20:34
182,BSE,HCLINF,66.9,299.95,3.61,57.8,56.4,64.85,37.55,56.4,56.45,57.8,55.75,55.75,55.25,66.9,44.6,0.65,1.17,288,2383,407694,2017-07-19,09:20:36.000
182,NSE,HCLINF,66.8,290.0,3.65,57.35,56.45,64.9,37.55,56.4,56.45,56.9,55.7,55.7,55.35,66.8,44.6,0.75,1.35,4000,3904,2103854,2017-07-19,09:20:35
173,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.2,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,5370,865,24572,2017-07-19,09:20:37.000
173,NSE,HDIL,93.35,1113.74,26.1,85.5,85.25,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.35,0.41,1654,8469,311609,2017-07-19,09:20:33
173,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.85,9.22,5.05,7.82,7.85,7.72,7.74,7.74,7.72,9.28,6.2,0.11,1.42,7645,6412,32980,2017-07-19,09:20:36.000
173,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,66979,48010,99098,2017-07-19,09:20:31
184,BSE,SUBSYS,12.15,803.25,4.41,10.26,10.26,13.68,8.25,10.25,10.26,10.2,10.13,10.13,10.2,12.15,8.11,0.13,1.28,3788,27,4023,2017-07-19,09:20:34.000
184,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20995,44597,40277,2017-07-19,09:19:42
176,BSE,TCS,2645.75,2834.0,209.0,2442.0,2439.15,2740.0,2054.7,2439.15,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,33.9,1.41,83,227,4146,2017-07-19,09:20:36.000
176,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.2,2744.8,2051.9,2440.15,2441.25,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,31.85,1.32,61,549,102968,2017-07-19,09:20:35
176,BSE,INFTEC,1083.9,1278.0,0.28,989.4,986.95,1097.1,900.3,985.95,986.45,989.0,985.4,985.4,981.9,1083.9,886.9,1.55,0.16,175,150,4234,2017-07-19,09:20:37.000
